Ano;Grupo CID-10;Faixa Etária;Valor
2018;Seqüelas causas externas de morbidade e mortalidad;15 a 19 anos;-
2019;Doenças infecciosas intestinais;15 a 19 anos;1
2019;Tuberculose;15 a 19 anos;1
2019;Algumas doenças bacterianas zoonóticas;15 a 19 anos;-
2019;Outras doenças bacterianas;15 a 19 anos;-
2019;Infecções de transmissão predominantemente sexual;15 a 19 anos;-
2019;Infecções virais do sistema nervoso central;15 a 19 anos;-
2019;Febres por arbovírus e febres hemorrágicas virais;15 a 19 anos;-
2019;Infecções virais caract p/lesões de pele e mucosas;15 a 19 anos;-
2019;Hepatite viral;15 a 19 anos;-
2019;Doença pelo vírus da imunodeficiência humana [HIV];15 a 19 anos;1
2019;Outras doenças por vírus;15 a 19 anos;-
2019;Micoses;15 a 19 anos;-
2019;Doenças devidas a protozoários;15 a 19 anos;-
2019;Helmintíases;15 a 19 anos;-
2019;Seqüelas de doenças infecciosas e parasitárias;15 a 19 anos;-
2019;Neoplasias malignas;15 a 19 anos;12
2019;Neoplasias [tumores] in situ;15 a 19 anos;-
2019;Neoplasias [tumores] benignas(os);15 a 19 anos;-
2019;Neopl de comportamento incerto ou desconhecido;15 a 19 anos;-
2019;Anemias nutricionais;15 a 19 anos;-
2019;Anemias hemolíticas;15 a 19 anos;-
2019;Anemias aplásticas e outras anemias;15 a 19 anos;-
2019;Defeitos coagulação, púrpura, outr afecç hemorrág;15 a 19 anos;-
2019;Outras doenças do sangue e órgãos hematopoéticos;15 a 19 anos;-
2019;Alguns transt q comprometem o mecanismo imunitário;15 a 19 anos;-
2019;Transtornos da glândula tireóide;15 a 19 anos;-
2019;Diabetes mellitus;15 a 19 anos;-
2019;Outr transt regulação glicose e secr pancreát int;15 a 19 anos;-
2019;Transtornos de outras glândulas endócrinas;15 a 19 anos;-
2019;Desnutrição;15 a 19 anos;-
2019;Obesidade e outras formas de hiperalimentação;15 a 19 anos;-
2019;Distúrbios metabólicos;15 a 19 anos;-
2019;Transtornos mentais orgânicos, incl sintomáticos;15 a 19 anos;-
2019;Transt ment e comport dev ao uso subst psicoativa;15 a 19 anos;-
2019;Esquizofrenia, transt esquizotípicos e delirantes;15 a 19 anos;-
2019;Transtornos do humor [afetivos];15 a 19 anos;-
2019;Retardo mental;15 a 19 anos;-
2019;Transtorno mental não especificado;15 a 19 anos;-
2019;Doenças inflamatórias do sistema nervoso central;15 a 19 anos;-
2019;Atrofias sistêm q afetam princ o sist nerv central;15 a 19 anos;-
2019;Doenças extrapiramidais e transt dos movimentos;15 a 19 anos;-
2019;Outras doenças degenerativas do sistema nervoso;15 a 19 anos;-
2019;Doenças desmielinizantes do sist nervoso central;15 a 19 anos;-
2019;Transtornos episódicos e paroxísticos;15 a 19 anos;1
2019;Polineuropatias e outr transt sist nerv periférico;15 a 19 anos;-
2019;Doenças da junção mioneural e dos músculos;15 a 19 anos;1
2019;Paralisia cerebral e outras síndromes paralíticas;15 a 19 anos;3
2019;Outros transtornos do sistema nervoso;15 a 19 anos;3
2019;Doenças do ouvido médio e da mastóide;15 a 19 anos;-
2019;Febre reumática aguda;15 a 19 anos;-
2019;Doenças reumáticas crônicas do coração;15 a 19 anos;-
2019;Doenças hipertensivas;15 a 19 anos;-
2019;Doenças isquêmicas do coração;15 a 19 anos;-
2019;Doenças cardíaca pulmonar e da circulação pulmonar;15 a 19 anos;-
2019;Outras formas de doença do coração;15 a 19 anos;1
2019;Doenças cerebrovasculares;15 a 19 anos;2
2019;Doenças das artérias, das arteríolas e capilares;15 a 19 anos;-
2019;Doenças veias, vasos e gânglios linfáticos, NCOP;15 a 19 anos;-
2019;Outros transt e os não espec aparelho circulatório;15 a 19 anos;-
2019;Infecções agudas das vias aéreas superiores;15 a 19 anos;-
2019;Influenza [gripe] e pneumonia;15 a 19 anos;-
2019;Outras infecções agudas das vias aéreas inferiores;15 a 19 anos;-
2019;Outras doenças das vias aéreas superiores;15 a 19 anos;-
2019;Doenças crônicas das vias aéreas inferiores;15 a 19 anos;-
2019;Doenças pulmonares devidas a agentes externos;15 a 19 anos;-
2019;Outras doenças respirat q afetam princ interstício;15 a 19 anos;-
2019;Afecções necróticas e supurat vias aéreas infer;15 a 19 anos;-
2019;Outras doenças da pleura;15 a 19 anos;-
2019;Outras doenças do aparelho respiratório;15 a 19 anos;-
2019;Doenças cavidade oral, glând salivares e maxilares;15 a 19 anos;-
2019;Doenças do esôfago, do estômago e do duodeno;15 a 19 anos;-
2019;Doenças do apêndice;15 a 19 anos;-
2019;Hérnias;15 a 19 anos;-
2019;Enterites e colites não-infecciosas;15 a 19 anos;-
2019;Outras doenças dos intestinos;15 a 19 anos;2
2019;Doenças do peritônio;15 a 19 anos;-
2019;Doenças do fígado;15 a 19 anos;-
2019;Transt vesícula biliar, vias biliares e pâncreas;15 a 19 anos;-
2019;Outras doenças do aparelho digestivo;15 a 19 anos;-
2019;Infecções da pele e do tecido subcutâneo;15 a 19 anos;-
2019;Afecções pápulo-descamativas;15 a 19 anos;-
2019;Urticária e eritema;15 a 19 anos;-
2019;Outras afecções da pele e do tecido subcutâneo;15 a 19 anos;-
2019;Artropatias;15 a 19 anos;-
2019;Doenças sistêmicas do tecido conjuntivo;15 a 19 anos;1
2019;Dorsopatias;15 a 19 anos;-
2019;Transtornos dos tecidos moles;15 a 19 anos;1
2019;Osteopatias e condropatias;15 a 19 anos;-
2019;Doenças glomerulares;15 a 19 anos;-
2019;Doenças renais túbulo-intersticiais;15 a 19 anos;-
2019;Insuficiência renal;15 a 19 anos;-
2019;Calculose renal;15 a 19 anos;-
2019;Outros transtornos do rim e do ureter;15 a 19 anos;-
2019;Outras doenças do aparelho urinário;15 a 19 anos;-
2019;Doenças dos órgãos genitais masculinos;15 a 19 anos;-
2019;Doenças inflamatórias órgãos pélvicos femininos;15 a 19 anos;1
2019;Transt não-inflamatórios do trato genital feminino;15 a 19 anos;-
2019;Edema proteinúr e transt hipert gravid parto puerp;15 a 19 anos;3
2019;Outros transtornos maternos relac predom gravidez;15 a 19 anos;-
2019;Complicações do trabalho de parto e do parto;15 a 19 anos;-
2019;Complicações relacionadas predom com o puerpério;15 a 19 anos;-
2019;Outras afecções obstétricas NCOP;15 a 19 anos;-
2019;Fet rec-nasc afet fat mat e compl grav, trab parto;15 a 19 anos;-
2019;Transt relac com a duração gestação e cresc fetal;15 a 19 anos;-
2019;Traumatismo de parto;15 a 19 anos;-
2019;Transt respirat e cardiovasc específ per perinatal;15 a 19 anos;1
2019;Infecções específicas do período perinatal;15 a 19 anos;-
2019;Transt hemorrág e hematológ feto e recém-nascido;15 a 19 anos;-
2019;Transt aparelho digestivo do feto ou recém-nascido;15 a 19 anos;-
2019;Outros transtornos originados no período perinatal;15 a 19 anos;-
2019;Malformações congênitas do sistema nervoso;15 a 19 anos;5
2019;Malformações congênitas do aparelho circulatório;15 a 19 anos;-
2019;Malformações congênitas do aparelho respiratório;15 a 19 anos;-
2019;Outras malformações congênitas aparelho digestivo;15 a 19 anos;1
2019;Malformações congênitas dos órgãos genitais;15 a 19 anos;-
2019;Malformações congênitas do aparelho urinário;15 a 19 anos;-
2019;Malform e deform congênit do sistema osteomuscular;15 a 19 anos;-
2019;Outras malformações congênitas;15 a 19 anos;-
2019;Anomalias cromossômicas NCOP;15 a 19 anos;1
2019;Sint e sinais relat aparelho circulat e respirat;15 a 19 anos;-
2019;Sintom e sinais relat ao aparelho digest e abdome;15 a 19 anos;-
2019;Sint e sinais relat sist nervoso e osteomuscular;15 a 19 anos;-
2019;Sintomas e sinais gerais;15 a 19 anos;-
2019;Causas mal definidas e desconhecidas mortalidade;15 a 19 anos;2
2019;Acidentes;15 a 19 anos;11
2019;Lesões autoprovocadas intencionalmente;15 a 19 anos;4
2019;Agressões;15 a 19 anos;136
2019;Eventos (fatos) cuja intenção é indeterminada;15 a 19 anos;12
2019;Intervenções legais e operações de guerra;15 a 19 anos;-
2019;Complicações de assistência médica e cirúrgica;15 a 19 anos;-
2019;Seqüelas causas externas de morbidade e mortalidad;15 a 19 anos;-
2020;Doenças infecciosas intestinais;15 a 19 anos;-
2020;Tuberculose;15 a 19 anos;-
2020;Algumas doenças bacterianas zoonóticas;15 a 19 anos;1
2020;Outras doenças bacterianas;15 a 19 anos;1
2020;Infecções de transmissão predominantemente sexual;15 a 19 anos;-
2020;Infecções virais do sistema nervoso central;15 a 19 anos;-
2020;Febres por arbovírus e febres hemorrágicas virais;15 a 19 anos;-
2020;Infecções virais caract p/lesões de pele e mucosas;15 a 19 anos;-
2020;Hepatite viral;15 a 19 anos;-
2020;Doença pelo vírus da imunodeficiência humana [HIV];15 a 19 anos;-
2020;Outras doenças por vírus;15 a 19 anos;8
2020;Micoses;15 a 19 anos;-
2020;Doenças devidas a protozoários;15 a 19 anos;-
2020;Helmintíases;15 a 19 anos;-
2020;Pediculose, acaríase e outras infestações;15 a 19 anos;-
2020;Seqüelas de doenças infecciosas e parasitárias;15 a 19 anos;-
2020;Outras doenças infecciosas;15 a 19 anos;-
2020;Neoplasias malignas;15 a 19 anos;10
2020;Neoplasias [tumores] benignas(os);15 a 19 anos;-
2020;Neopl de comportamento incerto ou desconhecido;15 a 19 anos;1
2020;Anemias nutricionais;15 a 19 anos;-
2020;Anemias hemolíticas;15 a 19 anos;-
2020;Anemias aplásticas e outras anemias;15 a 19 anos;1
2020;Defeitos coagulação, púrpura, outr afecç hemorrág;15 a 19 anos;-
2020;Outras doenças do sangue e órgãos hematopoéticos;15 a 19 anos;-
2020;Alguns transt q comprometem o mecanismo imunitário;15 a 19 anos;-
2020;Transtornos da glândula tireóide;15 a 19 anos;-
2020;Diabetes mellitus;15 a 19 anos;1
2020;Outr transt regulação glicose e secr pancreát int;15 a 19 anos;-
2020;Transtornos de outras glândulas endócrinas;15 a 19 anos;-
2020;Desnutrição;15 a 19 anos;1
2020;Outras deficiências nutricionais;15 a 19 anos;-
2020;Obesidade e outras formas de hiperalimentação;15 a 19 anos;-
2020;Distúrbios metabólicos;15 a 19 anos;1
2020;Transtornos mentais orgânicos, incl sintomáticos;15 a 19 anos;-
2020;Transt ment e comport dev ao uso subst psicoativa;15 a 19 anos;-
2020;Esquizofrenia, transt esquizotípicos e delirantes;15 a 19 anos;-
2020;Transtornos do humor [afetivos];15 a 19 anos;-
2020;Transt neuróticos, relacion stress e somatoformes;15 a 19 anos;-
2020;Síndr comport assoc disfunç fisiológ e fat físicos;15 a 19 anos;-
2020;Retardo mental;15 a 19 anos;-
2020;Transtornos do desenvolvimento psicológico;15 a 19 anos;1
2020;Transtorno mental não especificado;15 a 19 anos;-
2020;Doenças inflamatórias do sistema nervoso central;15 a 19 anos;-
2020;Atrofias sistêm q afetam princ o sist nerv central;15 a 19 anos;-
2020;Doenças extrapiramidais e transt dos movimentos;15 a 19 anos;-
2020;Outras doenças degenerativas do sistema nervoso;15 a 19 anos;-
2020;Doenças desmielinizantes do sist nervoso central;15 a 19 anos;-
2020;Transtornos episódicos e paroxísticos;15 a 19 anos;-
2020;Polineuropatias e outr transt sist nerv periférico;15 a 19 anos;1
2020;Doenças da junção mioneural e dos músculos;15 a 19 anos;-
2020;Paralisia cerebral e outras síndromes paralíticas;15 a 19 anos;1
2020;Outros transtornos do sistema nervoso;15 a 19 anos;2
2020;Doenças do ouvido médio e da mastóide;15 a 19 anos;-
2020;Febre reumática aguda;15 a 19 anos;-
2020;Doenças reumáticas crônicas do coração;15 a 19 anos;-
2020;Doenças hipertensivas;15 a 19 anos;-
2020;Doenças isquêmicas do coração;15 a 19 anos;1
2020;Doenças cardíaca pulmonar e da circulação pulmonar;15 a 19 anos;1
2020;Outras formas de doença do coração;15 a 19 anos;2
2020;Doenças cerebrovasculares;15 a 19 anos;2
2020;Doenças das artérias, das arteríolas e capilares;15 a 19 anos;-
2020;Doenças veias, vasos e gânglios linfáticos, NCOP;15 a 19 anos;-
2020;Outros transt e os não espec aparelho circulatório;15 a 19 anos;-
2020;Infecções agudas das vias aéreas superiores;15 a 19 anos;-
2020;Influenza [gripe] e pneumonia;15 a 19 anos;1
2020;Outras infecções agudas das vias aéreas inferiores;15 a 19 anos;-
2020;Outras doenças das vias aéreas superiores;15 a 19 anos;-
2020;Doenças crônicas das vias aéreas inferiores;15 a 19 anos;-
2020;Doenças pulmonares devidas a agentes externos;15 a 19 anos;-
2020;Outras doenças respirat q afetam princ interstício;15 a 19 anos;-
2020;Afecções necróticas e supurat vias aéreas infer;15 a 19 anos;-
2020;Outras doenças da pleura;15 a 19 anos;-
2020;Outras doenças do aparelho respiratório;15 a 19 anos;-
2020;Doenças do esôfago, do estômago e do duodeno;15 a 19 anos;-
2020;Doenças do apêndice;15 a 19 anos;1
2020;Hérnias;15 a 19 anos;-
2020;Enterites e colites não-infecciosas;15 a 19 anos;-
2020;Outras doenças dos intestinos;15 a 19 anos;-
2020;Doenças do peritônio;15 a 19 anos;1
2020;Doenças do fígado;15 a 19 anos;1
2020;Transt vesícula biliar, vias biliares e pâncreas;15 a 19 anos;-
2020;Outras doenças do aparelho digestivo;15 a 19 anos;-
2020;Infecções da pele e do tecido subcutâneo;15 a 19 anos;-
2020;Afecções bolhosas;15 a 19 anos;-
2020;Afecções pápulo-descamativas;15 a 19 anos;-
2020;Outras afecções da pele e do tecido subcutâneo;15 a 19 anos;-
2020;Artropatias;15 a 19 anos;-
2020;Doenças sistêmicas do tecido conjuntivo;15 a 19 anos;-
2020;Dorsopatias;15 a 19 anos;-
2020;Transtornos dos tecidos moles;15 a 19 anos;-
2020;Osteopatias e condropatias;15 a 19 anos;-
2020;Doenças glomerulares;15 a 19 anos;-
2020;Doenças renais túbulo-intersticiais;15 a 19 anos;-
2020;Insuficiência renal;15 a 19 anos;-
2020;Calculose renal;15 a 19 anos;-
2020;Outros transtornos do rim e do ureter;15 a 19 anos;-
2020;Outras doenças do aparelho urinário;15 a 19 anos;-
2020;Doenças dos órgãos genitais masculinos;15 a 19 anos;-
2020;Doenças inflamatórias órgãos pélvicos femininos;15 a 19 anos;-
2020;Transt não-inflamatórios do trato genital feminino;15 a 19 anos;-
2020;Edema proteinúr e transt hipert gravid parto puerp;15 a 19 anos;-
2020;Outros transtornos maternos relac predom gravidez;15 a 19 anos;-
2020;Assist à mãe mot feto cavid amniót e prob rel part;15 a 19 anos;-
2020;Complicações do trabalho de parto e do parto;15 a 19 anos;1
2020;Complicações relacionadas predom com o puerpério;15 a 19 anos;-
2020;Outras afecções obstétricas NCOP;15 a 19 anos;-
2020;Fet rec-nasc afet fat mat e compl grav, trab parto;15 a 19 anos;-
2020;Transt relac com a duração gestação e cresc fetal;15 a 19 anos;-
2020;Traumatismo de parto;15 a 19 anos;-
2020;Transt respirat e cardiovasc específ per perinatal;15 a 19 anos;-
2020;Infecções específicas do período perinatal;15 a 19 anos;-
2020;Transt hemorrág e hematológ feto e recém-nascido;15 a 19 anos;-
2020;Transt aparelho digestivo do feto ou recém-nascido;15 a 19 anos;-
2020;Afecç comprom tegument e reg térm fet e recém-nasc;15 a 19 anos;-
2020;Outros transtornos originados no período perinatal;15 a 19 anos;-
2020;Malformações congênitas do sistema nervoso;15 a 19 anos;-
2020;Malformações congênitas do aparelho circulatório;15 a 19 anos;-
2020;Malformações congênitas do aparelho respiratório;15 a 19 anos;-
2020;Outras malformações congênitas aparelho digestivo;15 a 19 anos;-
2020;Malformações congênitas do aparelho urinário;15 a 19 anos;-
2020;Malform e deform congênit do sistema osteomuscular;15 a 19 anos;-
2020;Outras malformações congênitas;15 a 19 anos;-
2020;Anomalias cromossômicas NCOP;15 a 19 anos;-
2020;Sint e sinais relat aparelho circulat e respirat;15 a 19 anos;-
2020;Sintom e sinais relat ao aparelho digest e abdome;15 a 19 anos;-
2020;Sintom e sinais relat à pele e tecido subcutâneo;15 a 19 anos;-
2020;Sintomas e sinais gerais;15 a 19 anos;-
2020;Causas mal definidas e desconhecidas mortalidade;15 a 19 anos;3
2020;Acidentes;15 a 19 anos;22
2020;Lesões autoprovocadas intencionalmente;15 a 19 anos;7
2020;Agressões;15 a 19 anos;217
2020;Eventos (fatos) cuja intenção é indeterminada;15 a 19 anos;35
2020;Complicações de assistência médica e cirúrgica;15 a 19 anos;-
2020;Seqüelas causas externas de morbidade e mortalidad;15 a 19 anos;-
2016;Doenças infecciosas intestinais;20 a 29 anos;3
2016;Tuberculose;20 a 29 anos;11
2016;Algumas doenças bacterianas zoonóticas;20 a 29 anos;-
2016;Outras doenças bacterianas;20 a 29 anos;2
2016;Infecções de transmissão predominantemente sexual;20 a 29 anos;-
2016;Infecções virais do sistema nervoso central;20 a 29 anos;1
2016;Febres por arbovírus e febres hemorrágicas virais;20 a 29 anos;1
2016;Infecções virais caract p/lesões de pele e mucosas;20 a 29 anos;1
2016;Hepatite viral;20 a 29 anos;-
2016;Doença pelo vírus da imunodeficiência humana [HIV];20 a 29 anos;31
2016;Outras doenças por vírus;20 a 29 anos;-
2016;Micoses;20 a 29 anos;2
2016;Doenças devidas a protozoários;20 a 29 anos;1
2016;Helmintíases;20 a 29 anos;-
2016;Seqüelas de doenças infecciosas e parasitárias;20 a 29 anos;1
2016;Outras doenças infecciosas;20 a 29 anos;-
2016;Neoplasias malignas;20 a 29 anos;47
2016;Neoplasias [tumores] in situ;20 a 29 anos;-
2016;Neoplasias [tumores] benignas(os);20 a 29 anos;-
2016;Neopl de comportamento incerto ou desconhecido;20 a 29 anos;1
2016;Anemias nutricionais;20 a 29 anos;-
2016;Anemias hemolíticas;20 a 29 anos;-
2016;Anemias aplásticas e outras anemias;20 a 29 anos;-
2016;Defeitos coagulação, púrpura, outr afecç hemorrág;20 a 29 anos;1
2016;Outras doenças do sangue e órgãos hematopoéticos;20 a 29 anos;-
2016;Alguns transt q comprometem o mecanismo imunitário;20 a 29 anos;-
2016;Transtornos da glândula tireóide;20 a 29 anos;-
2016;Diabetes mellitus;20 a 29 anos;4
2016;Outr transt regulação glicose e secr pancreát int;20 a 29 anos;-
2016;Transtornos de outras glândulas endócrinas;20 a 29 anos;-
2016;Desnutrição;20 a 29 anos;-
2016;Obesidade e outras formas de hiperalimentação;20 a 29 anos;-
2016;Distúrbios metabólicos;20 a 29 anos;2
2016;Transtornos mentais orgânicos, incl sintomáticos;20 a 29 anos;-
2016;Transt ment e comport dev ao uso subst psicoativa;20 a 29 anos;2
2016;Esquizofrenia, transt esquizotípicos e delirantes;20 a 29 anos;-
